GPHeight,Pressure,O3PartialPressure,Temperature
13000,178.51833333333335,1.6768333333333334,-57.81666666666666
13100,175.715,1.6695,-58.650000000000006
13200,172.9625,1.5787499999999999,-59.575
13300,170.22,1.5915714285714286,-60.42857142857143
13400,167.45625,1.5995,-61.0
13500,164.79333333333332,1.4685000000000001,-61.18333333333334
13600,162.2,1.4012,-61.7
13700,159.56,1.4556666666666667,-62.6
13800,156.96714285714285,1.487,-63.34285714285714
13900,154.54333333333335,1.5323333333333333,-63.03333333333333
14000,151.9325,1.6455,-63.6875
14100,149.504,1.691,-64.02
14200,147.04,1.713,-64.9
14300,144.72142857142856,1.7418571428571428,-65.5
14400,142.33222222222224,1.658,-65.94444444444444
14500,140.01999999999998,1.615,-66.75
14600,137.69,1.588,-67.6
14700,135.37428571428572,1.53,-68.4
14800,133.144,1.6058000000000001,-69.2
14900,130.95499999999998,1.596,-70.1
15000,128.80166666666668,1.572,-70.9
15100,126.574,1.497,-71.8
15200,124.49125000000001,1.447,-72.7
15300,122.36200000000001,1.4142000000000001,-73.5
15400,120.26875,1.386,-74.1625
15500,118.20666666666666,1.346,-74.8
15600,116.228,1.308,-75.3
15700,114.222,1.2813999999999999,-76.02
15800,112.18285714285715,1.2965714285714285,-76.75714285714285
15900,110.31,1.315,-77.4
16000,108.36,1.274,-76.5
16100,106.47666666666666,1.253,-76.4
16200,104.73,1.247,-76.7
16300,102.87,1.228,-77.0
16400,101.14571428571429,1.244,-77.62857142857142
16500,99.33833333333332,1.2425000000000002,-78.5
16600,97.65333333333334,1.3951666666666667,-78.2
16700,95.95142857142856,1.487,-78.38571428571429
16800,94.26,1.536,-78.3
16900,92.63666666666667,1.6806666666666665,-77.4
17000,91.038,2.0584000000000002,-76.7
17100,89.42,2.269,-77.4
17200,87.868,2.2768,-78.14
17300,86.37333333333333,2.4273333333333333,-77.23333333333333
17400,84.90857142857142,2.5174285714285713,-77.82857142857142
17500,83.412,2.653,-78.24
17600,81.95,2.688,-78.8
17700,80.52600000000001,2.8695999999999997,-77.86
17800,79.146,3.1302,-74.26
17900,77.82600000000001,4.1098,-71.28
18000,76.51,4.915333333333334,-71.1
18100,75.238,5.068,-71.0
18200,73.948,4.8898,-70.92
18300,72.73,4.796,-70.5
18400,71.52,5.157,-68.5
18500,70.31857142857143,5.6204285714285716,-66.34285714285714
18600,69.1875,5.58725,-61.275
18700,68.08333333333333,5.925666666666667,-59.7
18800,67.02,6.206,-60.3
18900,65.94,6.6817142857142855,-60.3
19000,64.89399999999999,6.7512,-60.2
19100,63.85166666666667,7.0385,-60.5
19200,62.83875,7.030625,-61.0
19300,61.845333333333336,6.898133333333333,-61.806666666666665
19400,60.85714285714286,7.011571428571429,-62.77142857142857
19500,59.855714285714285,6.917142857142857,-63.72857142857143
